"","formulas_with","formulas_without","pvals"
"391","response~(prop_unkn_none+age)^2","response~prop_unkn_none+age",0.0439428986466231
"330","response~(male_single+foreign)^2","response~male_single+foreign",0.038255754217043
"108","response~(new_car+num_dependents)^2","response~new_car+num_dependents",0.0375218320657056
"92","response~(new_car+employment)^2","response~new_car+employment",0.0367544849478313
"11","response~(chk_acct+employment)^2","response~chk_acct+employment",0.0348337746444655
"258","response~(sav_acct+rent)^2","response~sav_acct+rent",0.0340968363867596
"274","response~(employment+age)^2","response~employment+age",0.0338156466873549
"220","response~(retraining+own_res)^2","response~retraining+own_res",0.0320659610762786
"219","response~(retraining+rent)^2","response~retraining+rent",0.0283262011883476
"388","response~(real_estate+num_dependents)^2","response~real_estate+num_dependents",0.0231811237850478
"194","response~(education+real_estate)^2","response~education+real_estate",0.0214667984606009
"367","response~(guarantor+num_dependents)^2","response~guarantor+num_dependents",0.0209811131014981
"76","response~(history+age)^2","response~history+age",0.0150003062014783
"57","response~(duration+foreign)^2","response~duration+foreign",0.0149770371327576
"244","response~(amount+telephone)^2","response~amount+telephone",0.0125996767570288
"115","response~(used_car+amount)^2","response~used_car+amount",0.0112509108516177
"51","response~(duration+rent)^2","response~duration+rent",0.0101449290751394
"414","response~(other_install+foreign)^2","response~other_install+foreign",0.0090549442727155
"432","response~(job+foreign)^2","response~job+foreign",0.00864445486379606
"22","response~(chk_acct+other_install)^2","response~chk_acct+other_install",0.00731484657420075
"421","response~(own_res+num_credits)^2","response~own_res+num_credits",0.00726529157340805
"198","response~(education+rent)^2","response~education+rent",0.00539741031823108
"77","response~(history+other_install)^2","response~history+other_install",0.00517125632970006
"416","response~(rent+num_credits)^2","response~rent+num_credits",0.0038231738117127
"199","response~(education+own_res)^2","response~education+own_res",0.00290920687992534
"218","response~(retraining+other_install)^2","response~retraining+other_install",0.00148860175573409
"273","response~(employment+prop_unkn_none)^2","response~employment+prop_unkn_none",0.00142837904638608
"217","response~(retraining+age)^2","response~retraining+age",0.00117790274114691
"164","response~(radio.tv+employment)^2","response~radio.tv+employment",0.000695159099010155
"85","response~(new_car+used_car)^2","response~new_car+used_car",NA
"86","response~(new_car+furniture)^2","response~new_car+furniture",NA
"87","response~(new_car+radio.tv)^2","response~new_car+radio.tv",NA
"88","response~(new_car+education)^2","response~new_car+education",NA
"89","response~(new_car+retraining)^2","response~new_car+retraining",NA
"111","response~(used_car+furniture)^2","response~used_car+furniture",NA
"112","response~(used_car+radio.tv)^2","response~used_car+radio.tv",NA
"113","response~(used_car+education)^2","response~used_car+education",NA
"114","response~(used_car+retraining)^2","response~used_car+retraining",NA
"122","response~(used_car+co.applicant)^2","response~used_car+co.applicant",NA
"135","response~(used_car+foreign)^2","response~used_car+foreign",NA
"136","response~(furniture+radio.tv)^2","response~furniture+radio.tv",NA
"137","response~(furniture+education)^2","response~furniture+education",NA
"138","response~(furniture+retraining)^2","response~furniture+retraining",NA
"160","response~(radio.tv+education)^2","response~radio.tv+education",NA
"161","response~(radio.tv+retraining)^2","response~radio.tv+retraining",NA
"183","response~(education+retraining)^2","response~education+retraining",NA
"188","response~(education+male_div)^2","response~education+male_div",NA
"190","response~(education+male_mar_or_wid)^2","response~education+male_mar_or_wid",NA
"191","response~(education+co.applicant)^2","response~education+co.applicant",NA
"192","response~(education+guarantor)^2","response~education+guarantor",NA
"204","response~(education+foreign)^2","response~education+foreign",NA
"300","response~(male_div+male_single)^2","response~male_div+male_single",NA
"301","response~(male_div+male_mar_or_wid)^2","response~male_div+male_mar_or_wid",NA
"302","response~(male_div+co.applicant)^2","response~male_div+co.applicant",NA
"315","response~(male_div+foreign)^2","response~male_div+foreign",NA
"316","response~(male_single+male_mar_or_wid)^2","response~male_single+male_mar_or_wid",NA
"345","response~(co.applicant+guarantor)^2","response~co.applicant+guarantor",NA
"381","response~(real_estate+prop_unkn_none)^2","response~real_estate+prop_unkn_none",NA
"415","response~(rent+own_res)^2","response~rent+own_res",NA
