"","formulas_with","formulas_without","pvals"
"291","response~(install_rate+age)^2","response~install_rate+age",0.78000272568872
"366","response~(guarantor+job)^2","response~guarantor+job",0.778087556450284
"169","response~(radio.tv+co.applicant)^2","response~radio.tv+co.applicant",0.776789547992313
"197","response~(education+other_install)^2","response~education+other_install",0.772975701018967
"393","response~(prop_unkn_none+rent)^2","response~prop_unkn_none+rent",0.771793613509651
"373","response~(present_resident+other_install)^2","response~present_resident+other_install",0.770858862996755
"43","response~(duration+male_mar_or_wid)^2","response~duration+male_mar_or_wid",0.769910338189998
"184","response~(education+amount)^2","response~education+amount",0.768422714377956
"288","response~(install_rate+present_resident)^2","response~install_rate+present_resident",0.767451296293964
"233","response~(amount+guarantor)^2","response~amount+guarantor",0.76649647785115
"337","response~(male_mar_or_wid+other_install)^2","response~male_mar_or_wid+other_install",0.760020635561013
"186","response~(education+employment)^2","response~education+employment",0.759323988942615
"106","response~(new_car+num_credits)^2","response~new_car+num_credits",0.758256186442175
"356","response~(co.applicant+telephone)^2","response~co.applicant+telephone",0.756384605327252
"396","response~(prop_unkn_none+job)^2","response~prop_unkn_none+job",0.750254417674797
"3","response~(chk_acct+new_car)^2","response~chk_acct+new_car",0.746134960753005
"247","response~(sav_acct+install_rate)^2","response~sav_acct+install_rate",0.743310357276258
"310","response~(male_div+own_res)^2","response~male_div+own_res",0.742933678166189
"236","response~(amount+prop_unkn_none)^2","response~amount+prop_unkn_none",0.733199446822082
"309","response~(male_div+rent)^2","response~male_div+rent",0.729037052683522
"134","response~(used_car+telephone)^2","response~used_car+telephone",0.727353703564362
"398","response~(prop_unkn_none+telephone)^2","response~prop_unkn_none+telephone",0.725586486608456
"285","response~(install_rate+male_mar_or_wid)^2","response~install_rate+male_mar_or_wid",0.724593699615464
"155","response~(furniture+num_credits)^2","response~furniture+num_credits",0.721309304343625
"142","response~(furniture+install_rate)^2","response~furniture+install_rate",0.720085343025249
"78","response~(history+rent)^2","response~history+rent",0.718773309341466
"240","response~(amount+own_res)^2","response~amount+own_res",0.716672632103029
"143","response~(furniture+male_div)^2","response~furniture+male_div",0.715176603482016
"417","response~(rent+job)^2","response~rent+job",0.712243265622075
"235","response~(amount+real_estate)^2","response~amount+real_estate",0.708790618163925
"59","response~(history+used_car)^2","response~history+used_car",0.707740614545071
"32","response~(duration+used_car)^2","response~duration+used_car",0.70660697904845
"127","response~(used_car+age)^2","response~used_car+age",0.702758645353115
"230","response~(amount+male_single)^2","response~amount+male_single",0.698130347412482
"61","response~(history+radio.tv)^2","response~history+radio.tv",0.688245307632384
"260","response~(sav_acct+num_credits)^2","response~sav_acct+num_credits",0.681515437364001
"95","response~(new_car+male_single)^2","response~new_car+male_single",0.679937304068922
"29","response~(chk_acct+foreign)^2","response~chk_acct+foreign",0.678778986422771
"225","response~(retraining+foreign)^2","response~retraining+foreign",0.674177805884916
"48","response~(duration+prop_unkn_none)^2","response~duration+prop_unkn_none",0.673888228193249
"60","response~(history+furniture)^2","response~history+furniture",0.670401199184815
"312","response~(male_div+job)^2","response~male_div+job",0.667199570978264
"121","response~(used_car+male_mar_or_wid)^2","response~used_car+male_mar_or_wid",0.666484904957956
"429","response~(num_credits+foreign)^2","response~num_credits+foreign",0.664385672181553
"24","response~(chk_acct+own_res)^2","response~chk_acct+own_res",0.662733210901512
"348","response~(co.applicant+prop_unkn_none)^2","response~co.applicant+prop_unkn_none",0.658937797301785
"193","response~(education+present_resident)^2","response~education+present_resident",0.658807093735298
"321","response~(male_single+prop_unkn_none)^2","response~male_single+prop_unkn_none",0.658747566079179
"26","response~(chk_acct+job)^2","response~chk_acct+job",0.654382038953622
"408","response~(other_install+rent)^2","response~other_install+rent",0.654002412993078
"360","response~(guarantor+prop_unkn_none)^2","response~guarantor+prop_unkn_none",0.653607488028106
"189","response~(education+male_single)^2","response~education+male_single",0.651307886559442
"283","response~(install_rate+male_div)^2","response~install_rate+male_div",0.649468566435977
"221","response~(retraining+num_credits)^2","response~retraining+num_credits",0.648859083347015
"266","response~(employment+male_div)^2","response~employment+male_div",0.646624951110137
"101","response~(new_car+prop_unkn_none)^2","response~new_car+prop_unkn_none",0.642702473260218
"146","response~(furniture+co.applicant)^2","response~furniture+co.applicant",0.637319089953235
"305","response~(male_div+real_estate)^2","response~male_div+real_estate",0.635704815265494
"67","response~(history+install_rate)^2","response~history+install_rate",0.635560758101536
"71","response~(history+co.applicant)^2","response~history+co.applicant",0.635498476353965
"257","response~(sav_acct+other_install)^2","response~sav_acct+other_install",0.630104275721351
"268","response~(employment+male_mar_or_wid)^2","response~employment+male_mar_or_wid",0.629886762262256
"386","response~(real_estate+num_credits)^2","response~real_estate+num_credits",0.627648186897633
"144","response~(furniture+male_single)^2","response~furniture+male_single",0.627604961468158
"177","response~(radio.tv+own_res)^2","response~radio.tv+own_res",0.624324716491484
"58","response~(history+new_car)^2","response~history+new_car",0.623554193503094
"168","response~(radio.tv+male_mar_or_wid)^2","response~radio.tv+male_mar_or_wid",0.62340331033783
"23","response~(chk_acct+rent)^2","response~chk_acct+rent",0.618141391725596
"349","response~(co.applicant+age)^2","response~co.applicant+age",0.611280216480489
"109","response~(new_car+telephone)^2","response~new_car+telephone",0.610974597553048
"306","response~(male_div+prop_unkn_none)^2","response~male_div+prop_unkn_none",0.610795391666007
"359","response~(guarantor+real_estate)^2","response~guarantor+real_estate",0.599508350415878
"83","response~(history+telephone)^2","response~history+telephone",0.596672033138552
"40","response~(duration+install_rate)^2","response~duration+install_rate",0.596549097428884
"163","response~(radio.tv+sav_acct)^2","response~radio.tv+sav_acct",0.595926893344135
"39","response~(duration+employment)^2","response~duration+employment",0.595512982838121
"263","response~(sav_acct+telephone)^2","response~sav_acct+telephone",0.589970324398992
"323","response~(male_single+other_install)^2","response~male_single+other_install",0.588990925966811
"241","response~(amount+num_credits)^2","response~amount+num_credits",0.58684463441205
"318","response~(male_single+guarantor)^2","response~male_single+guarantor",0.586692031964449
"118","response~(used_car+install_rate)^2","response~used_car+install_rate",0.585457612622091
"304","response~(male_div+present_resident)^2","response~male_div+present_resident",0.584762523397749
"286","response~(install_rate+co.applicant)^2","response~install_rate+co.applicant",0.582830466103769
"422","response~(own_res+job)^2","response~own_res+job",0.582133616469116
"276","response~(employment+rent)^2","response~employment+rent",0.582083063713476
"116","response~(used_car+sav_acct)^2","response~used_car+sav_acct",0.579764698331843
"411","response~(other_install+job)^2","response~other_install+job",0.578534999477124
"56","response~(duration+telephone)^2","response~duration+telephone",0.576629227850369
"180","response~(radio.tv+num_dependents)^2","response~radio.tv+num_dependents",0.574821734245461
"31","response~(duration+new_car)^2","response~duration+new_car",0.569106778175105
"328","response~(male_single+num_dependents)^2","response~male_single+num_dependents",0.567422493900947
"292","response~(install_rate+other_install)^2","response~install_rate+other_install",0.566600406783471
"5","response~(chk_acct+furniture)^2","response~chk_acct+furniture",0.566040714272167
"97","response~(new_car+co.applicant)^2","response~new_car+co.applicant",0.557368176776809
"324","response~(male_single+rent)^2","response~male_single+rent",0.556237767460615
"234","response~(amount+present_resident)^2","response~amount+present_resident",0.55450529056683
"325","response~(male_single+own_res)^2","response~male_single+own_res",0.553464099498018
"425","response~(own_res+foreign)^2","response~own_res+foreign",0.547213075743318
"165","response~(radio.tv+install_rate)^2","response~radio.tv+install_rate",0.545580505408692
"123","response~(used_car+guarantor)^2","response~used_car+guarantor",0.542732000903044
"182","response~(radio.tv+foreign)^2","response~radio.tv+foreign",0.540416421159966
"354","response~(co.applicant+job)^2","response~co.applicant+job",0.535140361221726
"406","response~(age+telephone)^2","response~age+telephone",0.525837606431357
"319","response~(male_single+present_resident)^2","response~male_single+present_resident",0.524199411980535
"395","response~(prop_unkn_none+num_credits)^2","response~prop_unkn_none+num_credits",0.519890269312804
"249","response~(sav_acct+male_single)^2","response~sav_acct+male_single",0.517755584255779
"171","response~(radio.tv+present_resident)^2","response~radio.tv+present_resident",0.515998466149129
"427","response~(num_credits+num_dependents)^2","response~num_credits+num_dependents",0.515079794355887
"7","response~(chk_acct+education)^2","response~chk_acct+education",0.513917652508124
"303","response~(male_div+guarantor)^2","response~male_div+guarantor",0.509302325106626
"203","response~(education+telephone)^2","response~education+telephone",0.506782820495846
"91","response~(new_car+sav_acct)^2","response~new_car+sav_acct",0.505517217677918
"317","response~(male_single+co.applicant)^2","response~male_single+co.applicant",0.505473769816144
"110","response~(new_car+foreign)^2","response~new_car+foreign",0.49481719410455
"55","response~(duration+num_dependents)^2","response~duration+num_dependents",0.493776020641058
"228","response~(amount+install_rate)^2","response~amount+install_rate",0.492320766327112
"222","response~(retraining+job)^2","response~retraining+job",0.49154548512341
"166","response~(radio.tv+male_div)^2","response~radio.tv+male_div",0.490958699363126
"65","response~(history+sav_acct)^2","response~history+sav_acct",0.488810257595265
"246","response~(sav_acct+employment)^2","response~sav_acct+employment",0.479707169961876
"206","response~(retraining+sav_acct)^2","response~retraining+sav_acct",0.478105583537521
"363","response~(guarantor+rent)^2","response~guarantor+rent",0.476051369715797
"342","response~(male_mar_or_wid+num_dependents)^2","response~male_mar_or_wid+num_dependents",0.474211813093321
"42","response~(duration+male_single)^2","response~duration+male_single",0.473583378727343
"361","response~(guarantor+age)^2","response~guarantor+age",0.470880897760938
"420","response~(rent+foreign)^2","response~rent+foreign",0.469973844477325
"9","response~(chk_acct+amount)^2","response~chk_acct+amount",0.463756074936171
"82","response~(history+num_dependents)^2","response~history+num_dependents",0.460239154722067
"271","response~(employment+present_resident)^2","response~employment+present_resident",0.459728162979767
"384","response~(real_estate+rent)^2","response~real_estate+rent",0.459685611939882
"281","response~(employment+telephone)^2","response~employment+telephone",0.459577427387482
"18","response~(chk_acct+present_resident)^2","response~chk_acct+present_resident",0.456198613031608
"255","response~(sav_acct+prop_unkn_none)^2","response~sav_acct+prop_unkn_none",0.454899237513484
"251","response~(sav_acct+co.applicant)^2","response~sav_acct+co.applicant",0.453845679486725
"150","response~(furniture+prop_unkn_none)^2","response~furniture+prop_unkn_none",0.453293536429142
"81","response~(history+job)^2","response~history+job",0.453238612284178
"400","response~(age+other_install)^2","response~age+other_install",0.45194335739802
"320","response~(male_single+real_estate)^2","response~male_single+real_estate",0.449845939780932
"410","response~(other_install+num_credits)^2","response~other_install+num_credits",0.448579284707744
"15","response~(chk_acct+male_mar_or_wid)^2","response~chk_acct+male_mar_or_wid",0.447622287265716
"307","response~(male_div+age)^2","response~male_div+age",0.445508748900493
"44","response~(duration+co.applicant)^2","response~duration+co.applicant",0.443836835343013
"383","response~(real_estate+other_install)^2","response~real_estate+other_install",0.439275799728218
"314","response~(male_div+telephone)^2","response~male_div+telephone",0.436228317950479
"412","response~(other_install+num_dependents)^2","response~other_install+num_dependents",0.433197102372627
"175","response~(radio.tv+other_install)^2","response~radio.tv+other_install",0.429026500750017
"341","response~(male_mar_or_wid+job)^2","response~male_mar_or_wid+job",0.425820699596585
"261","response~(sav_acct+job)^2","response~sav_acct+job",0.424940278022783
"336","response~(male_mar_or_wid+age)^2","response~male_mar_or_wid+age",0.421297252632845
"333","response~(male_mar_or_wid+present_resident)^2","response~male_mar_or_wid+present_resident",0.414953119559715
"216","response~(retraining+prop_unkn_none)^2","response~retraining+prop_unkn_none",0.414216699082294
"346","response~(co.applicant+present_resident)^2","response~co.applicant+present_resident",0.402390691370818
"158","response~(furniture+telephone)^2","response~furniture+telephone",0.392575597298484
"362","response~(guarantor+other_install)^2","response~guarantor+other_install",0.391155335857037
"202","response~(education+num_dependents)^2","response~education+num_dependents",0.391096727033085
"399","response~(prop_unkn_none+foreign)^2","response~prop_unkn_none+foreign",0.390415904755143
"119","response~(used_car+male_div)^2","response~used_car+male_div",0.386823872698877
"159","response~(furniture+foreign)^2","response~furniture+foreign",0.384442213187426
"16","response~(chk_acct+co.applicant)^2","response~chk_acct+co.applicant",0.379975154050028
"380","response~(present_resident+foreign)^2","response~present_resident+foreign",0.378150632709312
"131","response~(used_car+num_credits)^2","response~used_car+num_credits",0.377859877830589
"133","response~(used_car+num_dependents)^2","response~used_car+num_dependents",0.374378084416388
"174","response~(radio.tv+age)^2","response~radio.tv+age",0.371701662091874
"151","response~(furniture+age)^2","response~furniture+age",0.369981654238503
"226","response~(amount+sav_acct)^2","response~amount+sav_acct",0.365919877187006
"17","response~(chk_acct+guarantor)^2","response~chk_acct+guarantor",0.363722301118845
"278","response~(employment+num_credits)^2","response~employment+num_credits",0.363372776288649
"431","response~(job+telephone)^2","response~job+telephone",0.361338848361506
"248","response~(sav_acct+male_div)^2","response~sav_acct+male_div",0.358235554169433
"426","response~(num_credits+job)^2","response~num_credits+job",0.355263404880773
"207","response~(retraining+employment)^2","response~retraining+employment",0.350331434930054
"130","response~(used_car+own_res)^2","response~used_car+own_res",0.347056271517122
"170","response~(radio.tv+guarantor)^2","response~radio.tv+guarantor",0.344557723303539
"90","response~(new_car+amount)^2","response~new_car+amount",0.343171599126319
"73","response~(history+present_resident)^2","response~history+present_resident",0.341253660318556
"99","response~(new_car+present_resident)^2","response~new_car+present_resident",0.338199619248486
"213","response~(retraining+guarantor)^2","response~retraining+guarantor",0.335056165812664
"21","response~(chk_acct+age)^2","response~chk_acct+age",0.331282775929793
"392","response~(prop_unkn_none+other_install)^2","response~prop_unkn_none+other_install",0.324968813096736
"187","response~(education+install_rate)^2","response~education+install_rate",0.32387149587586
"14","response~(chk_acct+male_single)^2","response~chk_acct+male_single",0.322864610465088
"53","response~(duration+num_credits)^2","response~duration+num_credits",0.314911468238891
"378","response~(present_resident+num_dependents)^2","response~present_resident+num_dependents",0.314146826440745
"418","response~(rent+num_dependents)^2","response~rent+num_dependents",0.314004825446044
"265","response~(employment+install_rate)^2","response~employment+install_rate",0.312650786079461
"239","response~(amount+rent)^2","response~amount+rent",0.31145675116603
"385","response~(real_estate+own_res)^2","response~real_estate+own_res",0.305162068230234
"338","response~(male_mar_or_wid+rent)^2","response~male_mar_or_wid+rent",0.304577018584404
"107","response~(new_car+job)^2","response~new_car+job",0.303955170364073
"49","response~(duration+age)^2","response~duration+age",0.301874325083123
"259","response~(sav_acct+own_res)^2","response~sav_acct+own_res",0.299796403587733
"254","response~(sav_acct+real_estate)^2","response~sav_acct+real_estate",0.298732906415566
"413","response~(other_install+telephone)^2","response~other_install+telephone",0.298437822763445
"293","response~(install_rate+rent)^2","response~install_rate+rent",0.291010541916216
"152","response~(furniture+other_install)^2","response~furniture+other_install",0.285457940678063
"212","response~(retraining+co.applicant)^2","response~retraining+co.applicant",0.282424806395106
"45","response~(duration+guarantor)^2","response~duration+guarantor",0.282161017957918
"80","response~(history+num_credits)^2","response~history+num_credits",0.281310258983236
"162","response~(radio.tv+amount)^2","response~radio.tv+amount",0.279249062050349
"224","response~(retraining+telephone)^2","response~retraining+telephone",0.266815026771837
"357","response~(co.applicant+foreign)^2","response~co.applicant+foreign",0.266115972544603
"1","response~(chk_acct+duration)^2","response~chk_acct+duration",0.262190514121543
"262","response~(sav_acct+num_dependents)^2","response~sav_acct+num_dependents",0.262139258836913
"154","response~(furniture+own_res)^2","response~furniture+own_res",0.259835912824976
"69","response~(history+male_single)^2","response~history+male_single",0.25873549297987
"238","response~(amount+other_install)^2","response~amount+other_install",0.251894824515703
"352","response~(co.applicant+own_res)^2","response~co.applicant+own_res",0.247260491923974
"75","response~(history+prop_unkn_none)^2","response~history+prop_unkn_none",0.244011898453913
"326","response~(male_single+num_credits)^2","response~male_single+num_credits",0.243128780912429
"290","response~(install_rate+prop_unkn_none)^2","response~install_rate+prop_unkn_none",0.240260172002369
"196","response~(education+age)^2","response~education+age",0.239410027215229
"156","response~(furniture+job)^2","response~furniture+job",0.237961652963134
"37","response~(duration+amount)^2","response~duration+amount",0.236040398040072
"297","response~(install_rate+num_dependents)^2","response~install_rate+num_dependents",0.233963194463568
"332","response~(male_mar_or_wid+guarantor)^2","response~male_mar_or_wid+guarantor",0.233326804162612
"344","response~(male_mar_or_wid+foreign)^2","response~male_mar_or_wid+foreign",0.233086296046852
"382","response~(real_estate+age)^2","response~real_estate+age",0.23238638470858
"27","response~(chk_acct+num_dependents)^2","response~chk_acct+num_dependents",0.229211813218867
"124","response~(used_car+present_resident)^2","response~used_car+present_resident",0.229033770799684
"423","response~(own_res+num_dependents)^2","response~own_res+num_dependents",0.227156629008864
"370","response~(present_resident+real_estate)^2","response~present_resident+real_estate",0.226591635580844
"403","response~(age+num_credits)^2","response~age+num_credits",0.223359321903479
"401","response~(age+rent)^2","response~age+rent",0.222601136747023
"280","response~(employment+num_dependents)^2","response~employment+num_dependents",0.219024031370023
"68","response~(history+male_div)^2","response~history+male_div",0.216085498120756
"250","response~(sav_acct+male_mar_or_wid)^2","response~sav_acct+male_mar_or_wid",0.215542685243116
"139","response~(furniture+amount)^2","response~furniture+amount",0.215366964756463
"405","response~(age+num_dependents)^2","response~age+num_dependents",0.214501144391428
"264","response~(sav_acct+foreign)^2","response~sav_acct+foreign",0.209844709679035
"63","response~(history+retraining)^2","response~history+retraining",0.209606636193295
"195","response~(education+prop_unkn_none)^2","response~education+prop_unkn_none",0.209054552403033
"50","response~(duration+other_install)^2","response~duration+other_install",0.208419300690163
"371","response~(present_resident+prop_unkn_none)^2","response~present_resident+prop_unkn_none",0.20432390297767
"47","response~(duration+real_estate)^2","response~duration+real_estate",0.202159977576874
"313","response~(male_div+num_dependents)^2","response~male_div+num_dependents",0.201086170171156
"350","response~(co.applicant+other_install)^2","response~co.applicant+other_install",0.197860643452184
"172","response~(radio.tv+real_estate)^2","response~radio.tv+real_estate",0.197064868409144
"402","response~(age+own_res)^2","response~age+own_res",0.195900936614707
"227","response~(amount+employment)^2","response~amount+employment",0.195774276028127
"181","response~(radio.tv+telephone)^2","response~radio.tv+telephone",0.195044602626636
"8","response~(chk_acct+retraining)^2","response~chk_acct+retraining",0.19403261727822
"128","response~(used_car+other_install)^2","response~used_car+other_install",0.193356950989098
"211","response~(retraining+male_mar_or_wid)^2","response~retraining+male_mar_or_wid",0.193015676036082
"243","response~(amount+num_dependents)^2","response~amount+num_dependents",0.190281811233663
"20","response~(chk_acct+prop_unkn_none)^2","response~chk_acct+prop_unkn_none",0.188281770359222
"74","response~(history+real_estate)^2","response~history+real_estate",0.18758782932904
"397","response~(prop_unkn_none+num_dependents)^2","response~prop_unkn_none+num_dependents",0.186900237583492
"435","response~(telephone+foreign)^2","response~telephone+foreign",0.184090015126909
"232","response~(amount+co.applicant)^2","response~amount+co.applicant",0.183648258963466
"434","response~(num_dependents+foreign)^2","response~num_dependents+foreign",0.183250106109489
"433","response~(num_dependents+telephone)^2","response~num_dependents+telephone",0.180668819049884
"210","response~(retraining+male_single)^2","response~retraining+male_single",0.179881968723832
"10","response~(chk_acct+sav_acct)^2","response~chk_acct+sav_acct",0.179801311771449
"289","response~(install_rate+real_estate)^2","response~install_rate+real_estate",0.176398635958831
"79","response~(history+own_res)^2","response~history+own_res",0.174252244304917
"365","response~(guarantor+num_credits)^2","response~guarantor+num_credits",0.174088039411523
"409","response~(other_install+own_res)^2","response~other_install+own_res",0.172683748436633
"279","response~(employment+job)^2","response~employment+job",0.171734407197455
"379","response~(present_resident+telephone)^2","response~present_resident+telephone",0.169051901220839
"46","response~(duration+present_resident)^2","response~duration+present_resident",0.168205566841786
"157","response~(furniture+num_dependents)^2","response~furniture+num_dependents",0.167137022815216
"252","response~(sav_acct+guarantor)^2","response~sav_acct+guarantor",0.165874225530911
"93","response~(new_car+install_rate)^2","response~new_car+install_rate",0.159671951109846
"205","response~(retraining+amount)^2","response~retraining+amount",0.146811567786635
"245","response~(amount+foreign)^2","response~amount+foreign",0.144898532519532
"369","response~(guarantor+foreign)^2","response~guarantor+foreign",0.144871569386386
"295","response~(install_rate+num_credits)^2","response~install_rate+num_credits",0.141508076215403
"237","response~(amount+age)^2","response~amount+age",0.138230846437391
"30","response~(duration+history)^2","response~duration+history",0.13155320040444
"339","response~(male_mar_or_wid+own_res)^2","response~male_mar_or_wid+own_res",0.127556265757762
"298","response~(install_rate+telephone)^2","response~install_rate+telephone",0.119908010252406
"267","response~(employment+male_single)^2","response~employment+male_single",0.118306652916966
"376","response~(present_resident+num_credits)^2","response~present_resident+num_credits",0.117729885817244
"294","response~(install_rate+own_res)^2","response~install_rate+own_res",0.115742063269117
"70","response~(history+male_mar_or_wid)^2","response~history+male_mar_or_wid",0.109966929241048
"147","response~(furniture+guarantor)^2","response~furniture+guarantor",0.106707788243256
"275","response~(employment+other_install)^2","response~employment+other_install",0.102952828043962
"12","response~(chk_acct+install_rate)^2","response~chk_acct+install_rate",0.102068622696246
"351","response~(co.applicant+rent)^2","response~co.applicant+rent",0.101283434960773
"102","response~(new_car+age)^2","response~new_car+age",0.10103826779295
"355","response~(co.applicant+num_dependents)^2","response~co.applicant+num_dependents",0.100659490346046
"200","response~(education+num_credits)^2","response~education+num_credits",0.0988536539683241
"242","response~(amount+job)^2","response~amount+job",0.0981619681515211
"390","response~(real_estate+foreign)^2","response~real_estate+foreign",0.0935429274486679
"36","response~(duration+retraining)^2","response~duration+retraining",0.0934128572463119
"2","response~(chk_acct+history)^2","response~chk_acct+history",0.0932169524316954
"270","response~(employment+guarantor)^2","response~employment+guarantor",0.0894821487320993
"214","response~(retraining+present_resident)^2","response~retraining+present_resident",0.0888807292587024
"322","response~(male_single+age)^2","response~male_single+age",0.084854096514354
"100","response~(new_car+real_estate)^2","response~new_car+real_estate",0.0847737568682821
"375","response~(present_resident+own_res)^2","response~present_resident+own_res",0.0819507349444331
"25","response~(chk_acct+num_credits)^2","response~chk_acct+num_credits",0.0804452743081833
"120","response~(used_car+male_single)^2","response~used_car+male_single",0.0801911546913909
"19","response~(chk_acct+real_estate)^2","response~chk_acct+real_estate",0.0774341191476357
"38","response~(duration+sav_acct)^2","response~duration+sav_acct",0.0763306490058927
"394","response~(prop_unkn_none+own_res)^2","response~prop_unkn_none+own_res",0.0754620608787907
"66","response~(history+employment)^2","response~history+employment",0.0713694596634281
"72","response~(history+guarantor)^2","response~history+guarantor",0.0705362553289758
"33","response~(duration+furniture)^2","response~duration+furniture",0.0704995872373879
"103","response~(new_car+other_install)^2","response~new_car+other_install",0.0684826414713971
"98","response~(new_car+guarantor)^2","response~new_car+guarantor",0.0642555018170517
"404","response~(age+job)^2","response~age+job",0.0641235498114861
"173","response~(radio.tv+prop_unkn_none)^2","response~radio.tv+prop_unkn_none",0.0584278327911963
"6","response~(chk_acct+radio.tv)^2","response~chk_acct+radio.tv",0.0575707671965369
"296","response~(install_rate+job)^2","response~install_rate+job",0.0575403042708827
"277","response~(employment+own_res)^2","response~employment+own_res",0.0484718741895092
