"","formula","aics","bics","acc"
"929",929,927.558209395223,979.08893839957,0.63125
"286",286,927.62524674164,979.155975745987,0.60625
"684",684,927.672437911206,974.518555187885,0.635
"571",571,927.713614182924,979.244343187271,0.6475
"561",561,927.804685329701,979.335414334049,0.6275
"978",978,927.831357880552,979.362086884899,0.5975
"100",100,927.933989897377,979.464718901724,0.60875
"838",838,928.020736335948,974.866853612627,0.61875
"282",282,928.159603809356,979.690332813703,0.63125
"140",140,928.218576878751,979.749305883098,0.63875
"128",128,928.463865924979,975.309983201658,0.56125
"83",83,928.562272473497,980.093001477844,0.61125
"697",697,928.670290015451,980.201019019798,0.6425
"438",438,928.726770580169,980.257499584516,0.67
"709",709,929.085080013685,971.246585562697,0.63375
"391",391,929.165647035531,980.696376039878,0.595
"755",755,929.187316376256,980.718045380603,0.5275
"530",530,929.339982998922,976.186100275602,0.61125
"18",18,929.366925829232,980.897654833579,0.59875
"73",73,929.498250975464,976.344368252143,0.53875
"127",127,929.610766350639,981.141495354986,0.695
"103",103,929.690166252051,976.53628352873,0.63
"720",720,929.784452987427,971.945958536438,0.62125
"757",757,929.876364907204,981.407093911551,0.69625
"380",380,929.891054330015,981.421783334362,0.62
"825",825,929.898255125253,976.744372401932,0.6625
"885",885,929.908863012312,976.754980288991,0.585
"888",888,930.171939135919,972.333444684931,0.57375
"627",627,930.291232532707,981.821961537055,0.71875
"672",672,930.327998527167,981.858727531514,0.60875
"619",619,930.457268813791,981.987997818138,0.59
"269",269,930.54935813716,972.710863686171,0.66625
"216",216,930.604661519056,977.450778795735,0.655
"9",9,930.72652081018,982.257249814528,0.60875
"133",133,930.814736442278,982.345465446625,0.59
"407",407,930.903224967993,982.43395397234,0.62375
"203",203,930.962518663006,977.808635939685,0.71125
"177",177,931.139328628389,977.985445905068,0.675
"951",951,931.156947850115,982.687676854462,0.69875
"670",670,931.173343099228,978.019460375907,0.64125
"482",482,931.444090630518,978.290207907197,0.565
"81",81,931.499000417539,978.345117694219,0.58875
"695",695,931.633196635611,978.47931391229,0.6125
"121",121,931.696172753145,983.226901757492,0.6725
"456",456,931.832796306352,978.678913583032,0.7025
"763",763,931.884032517199,978.730149793878,0.605
"196",196,932.218269343568,979.064386620247,0.6
"193",193,932.396536025351,983.927265029699,0.61125
"678",678,932.42909918863,979.275216465309,0.60375
"745",745,932.457785963561,979.303903240241,0.61375
"913",913,932.495843264732,979.341960541412,0.58625
"687",687,932.577256910829,984.107985915176,0.71125
"383",383,932.642599936029,984.173328940377,0.6225
"38",38,932.96380018982,979.809917466499,0.605
"58",58,932.968916037596,984.499645041943,0.605
"293",293,932.992257849861,984.522986854208,0.64625
"907",907,933.015080833301,984.545809837649,0.57875
"26",26,933.128344730446,979.974462007125,0.4975
"208",208,933.339919275308,980.186036551987,0.59875
"21",21,933.387398434243,975.548903983255,0.6225
"575",575,933.461262281764,984.991991286111,0.67625
"612",612,933.469606764682,980.315724041362,0.54375
"845",845,933.499696211638,980.345813488318,0.565
"579",579,933.515631049266,985.046360053614,0.595
"893",893,933.638191471704,985.168920476052,0.5775
"486",486,933.71685812035,980.562975397029,0.615
"874",874,934.09787230607,980.943989582749,0.59125
"912",912,934.151588486869,976.313094035881,0.59875
"803",803,934.22788691009,981.07400418677,0.6525
"897",897,934.277184369161,985.807913373508,0.63875
"160",160,934.327308148956,985.858037153303,0.57375
"322",322,934.330085807706,981.176203084385,0.6675
"369",369,934.417395551975,985.948124556322,0.67625
"78",78,934.667599291978,976.82910484099,0.62625
"808",808,934.67129495072,972.148188772063,0.61375
"70",70,934.759244782438,976.920750331449,0.63375
"257",257,934.847977964994,981.694095241673,0.60375
"747",747,934.901608156296,986.432337160643,0.57
"15",15,934.974826388293,981.820943664972,0.59625
"190",190,935.013146461173,986.54387546552,0.6575
"387",387,935.071149512799,981.917266789479,0.585
"425",425,935.16655757422,982.0126748509,0.67375
"932",932,935.197597815968,986.728326820315,0.5125
"141",141,935.223442159464,982.069559436143,0.62625
"836",836,935.235878780489,982.081996057168,0.5475
"359",359,935.250428350202,986.781157354549,0.63
