"","formulas_with","formulas_without","pvals"
"1873","response~(furniture+employment+real_estate)^3","response~furniture+employment+real_estate",0.999980725920789
"3689","response~(male_mar_or_wid+num_credits+telephone)^3","response~male_mar_or_wid+num_credits+telephone",0.999962417034446
"3513","response~(male_single+male_mar_or_wid+telephone)^3","response~male_single+male_mar_or_wid+telephone",0.999288231828979
"550","response~(duration+education+job)^3","response~duration+education+job",0.999202075430828
"2786","response~(amount+male_div+male_mar_or_wid)^3","response~amount+male_div+male_mar_or_wid",0.998948072311313
"1777","response~(furniture+radio.tv+rent)^3","response~furniture+radio.tv+rent",0.998679299351243
"1935","response~(furniture+male_mar_or_wid+real_estate)^3","response~furniture+male_mar_or_wid+real_estate",0.998405205763471
"3352","response~(install_rate+age+foreign)^3","response~install_rate+age+foreign",0.99816093363898
"1721","response~(used_car+prop_unkn_none+job)^3","response~used_car+prop_unkn_none+job",0.996282098720305
"1474","response~(used_car+furniture+real_estate)^3","response~used_car+furniture+real_estate",0.994962868217348
"3901","response~(real_estate+prop_unkn_none+job)^3","response~real_estate+prop_unkn_none+job",0.994491952841465
"281","response~(chk_acct+male_div+own_res)^3","response~chk_acct+male_div+own_res",0.993866907633201
"1885","response~(furniture+install_rate+male_single)^3","response~furniture+install_rate+male_single",0.992405379416941
"1889","response~(furniture+install_rate+present_resident)^3","response~furniture+install_rate+present_resident",0.990794447455978
"1178","response~(new_car+furniture+rent)^3","response~new_car+furniture+rent",0.990519390618913
"105","response~(chk_acct+used_car+telephone)^3","response~chk_acct+used_car+telephone",0.990433366329284
"528","response~(duration+radio.tv+job)^3","response~duration+radio.tv+job",0.990241559647558
"3617","response~(male_mar_or_wid+co.applicant+telephone)^3","response~male_mar_or_wid+co.applicant+telephone",0.989988649755104
"3156","response~(employment+co.applicant+real_estate)^3","response~employment+co.applicant+real_estate",0.98949744048194
"283","response~(chk_acct+male_div+job)^3","response~chk_acct+male_div+job",0.989348294820455
"1867","response~(furniture+employment+male_div)^3","response~furniture+employment+male_div",0.988844999387875
"1706","response~(used_car+real_estate+prop_unkn_none)^3","response~used_car+real_estate+prop_unkn_none",0.988542076293183
"2825","response~(amount+male_mar_or_wid+num_credits)^3","response~amount+male_mar_or_wid+num_credits",0.988325797987536
"1861","response~(furniture+sav_acct+num_credits)^3","response~furniture+sav_acct+num_credits",0.987875388398767
"1201","response~(new_car+radio.tv+rent)^3","response~new_car+radio.tv+rent",0.987872089337603
"1504","response~(used_car+radio.tv+job)^3","response~used_car+radio.tv+job",0.986555429775487
"3659","response~(male_mar_or_wid+prop_unkn_none+telephone)^3","response~male_mar_or_wid+prop_unkn_none+telephone",0.98646373546508
"2606","response~(retraining+male_div+num_credits)^3","response~retraining+male_div+num_credits",0.985909083145984
"103","response~(chk_acct+used_car+job)^3","response~chk_acct+used_car+job",0.985561805712405
"514","response~(duration+radio.tv+install_rate)^3","response~duration+radio.tv+install_rate",0.985424112446537
"517","response~(duration+radio.tv+male_mar_or_wid)^3","response~duration+radio.tv+male_mar_or_wid",0.985381862232054
"1501","response~(used_car+radio.tv+rent)^3","response~used_car+radio.tv+rent",0.982932724970188
"3737","response~(co.applicant+prop_unkn_none+telephone)^3","response~co.applicant+prop_unkn_none+telephone",0.982622271850355
"904","response~(history+education+foreign)^3","response~history+education+foreign",0.98257252849159
"1540","response~(used_car+retraining+real_estate)^3","response~used_car+retraining+real_estate",0.982398882195673
"3877","response~(present_resident+rent+job)^3","response~present_resident+rent+job",0.982344521583602
"3868","response~(present_resident+other_install+rent)^3","response~present_resident+other_install+rent",0.982110175194152
"2284","response~(radio.tv+job+num_dependents)^3","response~radio.tv+job+num_dependents",0.982099816965657
"876","response~(history+radio.tv+rent)^3","response~history+radio.tv+rent",0.981909150961728
"2228","response~(radio.tv+present_resident+rent)^3","response~radio.tv+present_resident+rent",0.979976818784551
"1869","response~(furniture+employment+male_mar_or_wid)^3","response~furniture+employment+male_mar_or_wid",0.979783924757641
"2055","response~(radio.tv+education+job)^3","response~radio.tv+education+job",0.979055366392406
"2462","response~(education+present_resident+job)^3","response~education+present_resident+job",0.978753944108532
"2594","response~(retraining+install_rate+foreign)^3","response~retraining+install_rate+foreign",0.978284450628212
"1466","response~(used_car+furniture+employment)^3","response~used_car+furniture+employment",0.978107254358481
"2178","response~(radio.tv+male_single+rent)^3","response~radio.tv+male_single+rent",0.977871078787585
"1659","response~(used_car+male_mar_or_wid+real_estate)^3","response~used_car+male_mar_or_wid+real_estate",0.97769927356538
"454","response~(duration+new_car+own_res)^3","response~duration+new_car+own_res",0.976457117732368
"3609","response~(male_mar_or_wid+co.applicant+prop_unkn_none)^3","response~male_mar_or_wid+co.applicant+prop_unkn_none",0.976381626935817
"2412","response~(education+male_single+job)^3","response~education+male_single+job",0.975683768734192
"2810","response~(amount+male_single+own_res)^3","response~amount+male_single+own_res",0.975109117120925
"1672","response~(used_car+co.applicant+real_estate)^3","response~used_car+co.applicant+real_estate",0.974396440714545
"745","response~(duration+prop_unkn_none+job)^3","response~duration+prop_unkn_none+job",0.973743841836735
"1170","response~(new_car+furniture+male_mar_or_wid)^3","response~new_car+furniture+male_mar_or_wid",0.973702930185545
"853","response~(history+furniture+rent)^3","response~history+furniture+rent",0.972803750172556
"1779","response~(furniture+radio.tv+num_credits)^3","response~furniture+radio.tv+num_credits",0.97240651195431
"632","response~(duration+install_rate+male_div)^3","response~duration+install_rate+male_div",0.972368135775907
"1607","response~(used_car+employment+foreign)^3","response~used_car+employment+foreign",0.972058876081887
"3294","response~(install_rate+co.applicant+age)^3","response~install_rate+co.applicant+age",0.97141705298773
"3405","response~(male_div+male_mar_or_wid+num_credits)^3","response~male_div+male_mar_or_wid+num_credits",0.971067701620068
"443","response~(duration+new_car+male_div)^3","response~duration+new_car+male_div",0.970598095037621
"1336","response~(new_car+male_div+num_credits)^3","response~new_car+male_div+num_credits",0.970357884563913
"445","response~(duration+new_car+male_mar_or_wid)^3","response~duration+new_car+male_mar_or_wid",0.96969786260096
"3725","response~(co.applicant+real_estate+num_credits)^3","response~co.applicant+real_estate+num_credits",0.969447611845498
"1975","response~(furniture+present_resident+rent)^3","response~furniture+present_resident+rent",0.968599598184989
"3568","response~(male_single+prop_unkn_none+telephone)^3","response~male_single+prop_unkn_none+telephone",0.968155223827986
"2181","response~(radio.tv+male_single+job)^3","response~radio.tv+male_single+job",0.967800241565004
"2283","response~(radio.tv+num_credits+foreign)^3","response~radio.tv+num_credits+foreign",0.967563102587975
"1373","response~(new_car+co.applicant+prop_unkn_none)^3","response~new_car+co.applicant+prop_unkn_none",0.967546320822932
"3418","response~(male_div+co.applicant+num_credits)^3","response~male_div+co.applicant+num_credits",0.967531604063102
"3587","response~(male_single+rent+job)^3","response~male_single+rent+job",0.966236016018344
"509","response~(duration+radio.tv+education)^3","response~duration+radio.tv+education",0.965334306506729
"3860","response~(present_resident+age+other_install)^3","response~present_resident+age+other_install",0.965331777298303
"3253","response~(install_rate+male_div+other_install)^3","response~install_rate+male_div+other_install",0.964437321206438
"1478","response~(used_car+furniture+rent)^3","response~used_car+furniture+rent",0.964113629412231
"2338","response~(education+sav_acct+present_resident)^3","response~education+sav_acct+present_resident",0.96363584934587
"537","response~(duration+education+male_div)^3","response~duration+education+male_div",0.962589622686816
"663","response~(duration+male_div+telephone)^3","response~duration+male_div+telephone",0.962405867211977
"1742","response~(used_car+rent+job)^3","response~used_car+rent+job",0.962400673926346
"2416","response~(education+male_mar_or_wid+co.applicant)^3","response~education+male_mar_or_wid+co.applicant",0.961656393042729
"1616","response~(used_car+install_rate+age)^3","response~used_car+install_rate+age",0.961285741845625
"1684","response~(used_car+guarantor+real_estate)^3","response~used_car+guarantor+real_estate",0.960802373690368
"3777","response~(guarantor+present_resident+age)^3","response~guarantor+present_resident+age",0.960504432153515
"1594","response~(used_car+employment+co.applicant)^3","response~used_car+employment+co.applicant",0.960440773532323
"3454","response~(male_div+real_estate+telephone)^3","response~male_div+real_estate+telephone",0.960332038435633
"3547","response~(male_single+present_resident+job)^3","response~male_single+present_resident+job",0.960248980207324
"3827","response~(guarantor+own_res+job)^3","response~guarantor+own_res+job",0.959417177081937
"1606","response~(used_car+employment+telephone)^3","response~used_car+employment+telephone",0.958954209310107
"1816","response~(furniture+retraining+real_estate)^3","response~furniture+retraining+real_estate",0.958802945014526
"2790","response~(amount+male_div+real_estate)^3","response~amount+male_div+real_estate",0.958672343365925
"2179","response~(radio.tv+male_single+own_res)^3","response~radio.tv+male_single+own_res",0.958382830368699
"3318","response~(install_rate+present_resident+other_install)^3","response~install_rate+present_resident+other_install",0.958357556143785
"1985","response~(furniture+real_estate+rent)^3","response~furniture+real_estate+rent",0.957836119233411
"535","response~(duration+education+employment)^3","response~duration+education+employment",0.957662967129666
"1360","response~(new_car+male_mar_or_wid+prop_unkn_none)^3","response~new_car+male_mar_or_wid+prop_unkn_none",0.957662504626191
"3592","response~(male_single+own_res+job)^3","response~male_single+own_res+job",0.957202018698611
"2314","response~(education+amount+male_div)^3","response~education+amount+male_div",0.956871164261922
"2849","response~(amount+guarantor+own_res)^3","response~amount+guarantor+own_res",0.956841016644784
"2166","response~(radio.tv+male_div+job)^3","response~radio.tv+male_div+job",0.955746549341346
"3563","response~(male_single+prop_unkn_none+rent)^3","response~male_single+prop_unkn_none+rent",0.95574293846756
"1601","response~(used_car+employment+rent)^3","response~used_car+employment+rent",0.955696322927607
"3062","response~(sav_acct+age+telephone)^3","response~sav_acct+age+telephone",0.954643833212887
"1660","response~(used_car+male_mar_or_wid+prop_unkn_none)^3","response~used_car+male_mar_or_wid+prop_unkn_none",0.954279279650923
"2153","response~(radio.tv+install_rate+foreign)^3","response~radio.tv+install_rate+foreign",0.953970249008613
"2316","response~(education+amount+male_mar_or_wid)^3","response~education+amount+male_mar_or_wid",0.95381582415148
"1381","response~(new_car+co.applicant+telephone)^3","response~new_car+co.applicant+telephone",0.953484161471084
"692","response~(duration+male_mar_or_wid+telephone)^3","response~duration+male_mar_or_wid+telephone",0.952849753156009
"2451","response~(education+guarantor+job)^3","response~education+guarantor+job",0.952815698054651
"2207","response~(radio.tv+co.applicant+num_credits)^3","response~radio.tv+co.applicant+num_credits",0.952506962783455
"2791","response~(amount+male_div+prop_unkn_none)^3","response~amount+male_div+prop_unkn_none",0.952194488540535
"1925","response~(furniture+male_single+rent)^3","response~furniture+male_single+rent",0.951721035383303
"539","response~(duration+education+male_mar_or_wid)^3","response~duration+education+male_mar_or_wid",0.951515737062779
"76","response~(chk_acct+new_car+own_res)^3","response~chk_acct+new_car+own_res",0.951393899058353
"2367","response~(education+employment+foreign)^3","response~education+employment+foreign",0.951369953094114
"3801","response~(guarantor+prop_unkn_none+job)^3","response~guarantor+prop_unkn_none+job",0.950886765024027
"395","response~(chk_acct+own_res+telephone)^3","response~chk_acct+own_res+telephone",0.950313771198245
"2182","response~(radio.tv+male_single+num_dependents)^3","response~radio.tv+male_single+num_dependents",0.950059985353413
"3473","response~(male_div+other_install+rent)^3","response~male_div+other_install+rent",0.949565181610352
"3282","response~(install_rate+male_mar_or_wid+other_install)^3","response~install_rate+male_mar_or_wid+other_install",0.949037152586467
"3594","response~(male_single+own_res+telephone)^3","response~male_single+own_res+telephone",0.948724269169391
"1787","response~(furniture+education+employment)^3","response~furniture+education+employment",0.948035498751562
"3566","response~(male_single+prop_unkn_none+job)^3","response~male_single+prop_unkn_none+job",0.946659035052398
"2173","response~(radio.tv+male_single+present_resident)^3","response~radio.tv+male_single+present_resident",0.946557683953733
"1326","response~(new_car+male_div+male_mar_or_wid)^3","response~new_car+male_div+male_mar_or_wid",0.946532900635021
"3480","response~(male_div+rent+own_res)^3","response~male_div+rent+own_res",0.946178128931624
"3493","response~(male_div+num_credits+telephone)^3","response~male_div+num_credits+telephone",0.945584222288482
"1786","response~(furniture+education+sav_acct)^3","response~furniture+education+sav_acct",0.945416260860749
"1511","response~(used_car+education+employment)^3","response~used_car+education+employment",0.944964990162799
"1526","response~(used_car+education+job)^3","response~used_car+education+job",0.944958809891781
"3396","response~(male_div+male_mar_or_wid+co.applicant)^3","response~male_div+male_mar_or_wid+co.applicant",0.94479706069113
"1810","response~(furniture+retraining+male_div)^3","response~furniture+retraining+male_div",0.944626165202005
"1440","response~(new_car+rent+own_res)^3","response~new_car+rent+own_res",0.943046374547276
"3707","response~(co.applicant+guarantor+telephone)^3","response~co.applicant+guarantor+telephone",0.942172126170114
"3165","response~(employment+co.applicant+telephone)^3","response~employment+co.applicant+telephone",0.941253367206228
"2801","response~(amount+male_single+male_mar_or_wid)^3","response~amount+male_single+male_mar_or_wid",0.941092038970057
"818","response~(history+used_car+install_rate)^3","response~history+used_car+install_rate",0.940638113617398
"3589","response~(male_single+rent+telephone)^3","response~male_single+rent+telephone",0.939968550404327
"809","response~(history+new_car+telephone)^3","response~history+new_car+telephone",0.939733972135975
"2281","response~(radio.tv+num_credits+num_dependents)^3","response~radio.tv+num_credits+num_dependents",0.939427473612323
"3779","response~(guarantor+present_resident+rent)^3","response~guarantor+present_resident+rent",0.939368554456807
"1877","response~(furniture+employment+rent)^3","response~furniture+employment+rent",0.938611805710013
"1755","response~(used_car+job+num_dependents)^3","response~used_car+job+num_dependents",0.938481412651174
"2393","response~(education+male_div+other_install)^3","response~education+male_div+other_install",0.938414859364416
"2140","response~(radio.tv+install_rate+co.applicant)^3","response~radio.tv+install_rate+co.applicant",0.938387601613948
"3972","response~(prop_unkn_none+job+telephone)^3","response~prop_unkn_none+job+telephone",0.937861444503447
"1686","response~(used_car+guarantor+age)^3","response~used_car+guarantor+age",0.937594743624276
"92","response~(chk_acct+used_car+male_mar_or_wid)^3","response~chk_acct+used_car+male_mar_or_wid",0.937454700465383
"516","response~(duration+radio.tv+male_single)^3","response~duration+radio.tv+male_single",0.936188285638515
"3278","response~(install_rate+male_mar_or_wid+present_resident)^3","response~install_rate+male_mar_or_wid+present_resident",0.93554637013943
"1356","response~(new_car+male_mar_or_wid+co.applicant)^3","response~new_car+male_mar_or_wid+co.applicant",0.935304683992448
"835","response~(history+used_car+foreign)^3","response~history+used_car+foreign",0.934461489059187
"3505","response~(male_single+male_mar_or_wid+prop_unkn_none)^3","response~male_single+male_mar_or_wid+prop_unkn_none",0.93405536487033
"3489","response~(male_div+own_res+telephone)^3","response~male_div+own_res+telephone",0.93395993703009
"2138","response~(radio.tv+install_rate+male_single)^3","response~radio.tv+install_rate+male_single",0.933931330893905
"2515","response~(education+job+num_dependents)^3","response~education+job+num_dependents",0.933165008678025
"751","response~(duration+age+own_res)^3","response~duration+age+own_res",0.932848015733831
"1154","response~(new_car+used_car+rent)^3","response~new_car+used_car+rent",0.932430549687945
"2578","response~(retraining+install_rate+male_div)^3","response~retraining+install_rate+male_div",0.932407505442059
"3056","response~(sav_acct+age+other_install)^3","response~sav_acct+age+other_install",0.932254471459748
"3581","response~(male_single+other_install+job)^3","response~male_single+other_install+job",0.931918159367327
"885","response~(history+education+sav_acct)^3","response~history+education+sav_acct",0.931767340841671
"3325","response~(install_rate+present_resident+foreign)^3","response~install_rate+present_resident+foreign",0.931547930887407
"124","response~(chk_acct+furniture+rent)^3","response~chk_acct+furniture+rent",0.931318880995442
"3303","response~(install_rate+guarantor+present_resident)^3","response~install_rate+guarantor+present_resident",0.931240116143376
"1850","response~(furniture+sav_acct+male_single)^3","response~furniture+sav_acct+male_single",0.931119940434788
"1691","response~(used_car+guarantor+job)^3","response~used_car+guarantor+job",0.930904835373031
"2332","response~(education+sav_acct+install_rate)^3","response~education+sav_acct+install_rate",0.930775679813514
"2804","response~(amount+male_single+present_resident)^3","response~amount+male_single+present_resident",0.930609429453061
"1630","response~(used_car+male_div+real_estate)^3","response~used_car+male_div+real_estate",0.930251575863851
"3402","response~(male_div+male_mar_or_wid+other_install)^3","response~male_div+male_mar_or_wid+other_install",0.93010979101235
"3544","response~(male_single+present_resident+rent)^3","response~male_single+present_resident+rent",0.929969170155427
"3671","response~(male_mar_or_wid+other_install+num_credits)^3","response~male_mar_or_wid+other_install+num_credits",0.929704454460923
"3538","response~(male_single+guarantor+telephone)^3","response~male_single+guarantor+telephone",0.929034466284191
"2107","response~(radio.tv+sav_acct+present_resident)^3","response~radio.tv+sav_acct+present_resident",0.929006469607693
"1350","response~(new_car+male_single+own_res)^3","response~new_car+male_single+own_res",0.928877984301415
"1588","response~(used_car+sav_acct+telephone)^3","response~used_car+sav_acct+telephone",0.928807079771683
"986","response~(history+install_rate+co.applicant)^3","response~history+install_rate+co.applicant",0.928678985923032
"468","response~(duration+used_car+male_div)^3","response~duration+used_car+male_div",0.928549552916475
"1990","response~(furniture+real_estate+telephone)^3","response~furniture+real_estate+telephone",0.928517837132725
"1883","response~(furniture+employment+foreign)^3","response~furniture+employment+foreign",0.927519667336006
"3152","response~(employment+male_mar_or_wid+telephone)^3","response~employment+male_mar_or_wid+telephone",0.927386465947605
"2231","response~(radio.tv+present_resident+job)^3","response~radio.tv+present_resident+job",0.927194120856596
"941","response~(history+amount+num_credits)^3","response~history+amount+num_credits",0.926932218090569
"859","response~(history+furniture+foreign)^3","response~history+furniture+foreign",0.926740447619062
"650","response~(duration+male_div+male_mar_or_wid)^3","response~duration+male_div+male_mar_or_wid",0.926364815664415
"869","response~(history+radio.tv+co.applicant)^3","response~history+radio.tv+co.applicant",0.926093923394556
"2101","response~(radio.tv+sav_acct+install_rate)^3","response~radio.tv+sav_acct+install_rate",0.926078432827676
"3871","response~(present_resident+other_install+job)^3","response~present_resident+other_install+job",0.925812684638786
"879","response~(history+radio.tv+job)^3","response~history+radio.tv+job",0.925413205497877
"3829","response~(guarantor+own_res+telephone)^3","response~guarantor+own_res+telephone",0.924947784664285
"2191","response~(radio.tv+male_mar_or_wid+other_install)^3","response~radio.tv+male_mar_or_wid+other_install",0.924634472592291
"1902","response~(furniture+male_div+male_mar_or_wid)^3","response~furniture+male_div+male_mar_or_wid",0.924540544941976
"791","response~(history+new_car+sav_acct)^3","response~history+new_car+sav_acct",0.924476392453414
"1809","response~(furniture+retraining+install_rate)^3","response~furniture+retraining+install_rate",0.92437411372491
"2075","response~(radio.tv+retraining+num_credits)^3","response~radio.tv+retraining+num_credits",0.923539400076758
"2195","response~(radio.tv+male_mar_or_wid+job)^3","response~radio.tv+male_mar_or_wid+job",0.923386355620322
"1192","response~(new_car+radio.tv+male_single)^3","response~new_car+radio.tv+male_single",0.923277017404901
"2318","response~(education+amount+guarantor)^3","response~education+amount+guarantor",0.923041482336311
"3245","response~(install_rate+male_div+male_single)^3","response~install_rate+male_div+male_single",0.922990909682042
"2165","response~(radio.tv+male_div+num_credits)^3","response~radio.tv+male_div+num_credits",0.922607040653216
"3958","response~(prop_unkn_none+rent+job)^3","response~prop_unkn_none+rent+job",0.922460607274454
"80","response~(chk_acct+new_car+telephone)^3","response~chk_acct+new_car+telephone",0.922299999116375
"1423","response~(new_car+prop_unkn_none+telephone)^3","response~new_car+prop_unkn_none+telephone",0.922047050034258
"1180","response~(new_car+furniture+num_credits)^3","response~new_car+furniture+num_credits",0.921432552744322
"2496","response~(education+other_install+job)^3","response~education+other_install+job",0.92075873724058
"2806","response~(amount+male_single+prop_unkn_none)^3","response~amount+male_single+prop_unkn_none",0.920741596083088
"2354","response~(education+employment+co.applicant)^3","response~education+employment+co.applicant",0.920362043163334
"2366","response~(education+employment+telephone)^3","response~education+employment+telephone",0.920155366269725
"1168","response~(new_car+furniture+male_div)^3","response~new_car+furniture+male_div",0.920009285881718
"2422","response~(education+male_mar_or_wid+other_install)^3","response~education+male_mar_or_wid+other_install",0.919654272263428
"1341","response~(new_car+male_single+male_mar_or_wid)^3","response~new_car+male_single+male_mar_or_wid",0.919389524144306
"2944","response~(sav_acct+install_rate+present_resident)^3","response~sav_acct+install_rate+present_resident",0.919128968552982
"101","response~(chk_acct+used_car+own_res)^3","response~chk_acct+used_car+own_res",0.918479311518557
"4007","response~(other_install+rent+job)^3","response~other_install+rent+job",0.918278911544167
"2319","response~(education+amount+present_resident)^3","response~education+amount+present_resident",0.91783437504638
"3317","response~(install_rate+present_resident+age)^3","response~install_rate+present_resident+age",0.917590047844345
"1770","response~(furniture+radio.tv+co.applicant)^3","response~furniture+radio.tv+co.applicant",0.917175242134365
"56","response~(chk_acct+new_car+used_car)^3","response~chk_acct+new_car+used_car",0.917068238872931
"887","response~(history+education+install_rate)^3","response~history+education+install_rate",0.916718676018512
"3867","response~(present_resident+age+foreign)^3","response~present_resident+age+foreign",0.916487926651778
"1661","response~(used_car+male_mar_or_wid+age)^3","response~used_car+male_mar_or_wid+age",0.916361618458131
"1884","response~(furniture+install_rate+male_div)^3","response~furniture+install_rate+male_div",0.916113557634997
"1234","response~(new_car+retraining+male_div)^3","response~new_car+retraining+male_div",0.915628788491538
"2567","response~(retraining+employment+real_estate)^3","response~retraining+employment+real_estate",0.915515232288238
"2458","response~(education+present_resident+other_install)^3","response~education+present_resident+other_install",0.915326772519294
"538","response~(duration+education+male_single)^3","response~duration+education+male_single",0.914561601346749
"947","response~(history+sav_acct+install_rate)^3","response~history+sav_acct+install_rate",0.913725557354748
"1681","response~(used_car+co.applicant+telephone)^3","response~used_car+co.applicant+telephone",0.913636501971255
"813","response~(history+used_car+education)^3","response~history+used_car+education",0.913473502365988
"2785","response~(amount+male_div+male_single)^3","response~amount+male_div+male_single",0.913429848750312
"1325","response~(new_car+male_div+male_single)^3","response~new_car+male_div+male_single",0.912978997233281
"523","response~(duration+radio.tv+age)^3","response~duration+radio.tv+age",0.912745787876364
"858","response~(history+furniture+telephone)^3","response~history+furniture+telephone",0.912684136370186
"345","response~(chk_acct+present_resident+rent)^3","response~chk_acct+present_resident+rent",0.911862001694139
"3811","response~(guarantor+age+telephone)^3","response~guarantor+age+telephone",0.911768996813279
"1900","response~(furniture+install_rate+foreign)^3","response~furniture+install_rate+foreign",0.911760614488981
"3276","response~(install_rate+male_mar_or_wid+co.applicant)^3","response~install_rate+male_mar_or_wid+co.applicant",0.911198654817264
"3458","response~(male_div+prop_unkn_none+rent)^3","response~male_div+prop_unkn_none+rent",0.91119384905125
"2937","response~(sav_acct+employment+telephone)^3","response~sav_acct+employment+telephone",0.910485614684834
"1656","response~(used_car+male_mar_or_wid+co.applicant)^3","response~used_car+male_mar_or_wid+co.applicant",0.910451532913751
"314","response~(chk_acct+male_mar_or_wid+telephone)^3","response~chk_acct+male_mar_or_wid+telephone",0.910163025538263
"2103","response~(radio.tv+sav_acct+male_single)^3","response~radio.tv+sav_acct+male_single",0.910053253686976
"1591","response~(used_car+employment+male_div)^3","response~used_car+employment+male_div",0.909888295994066
"3822","response~(guarantor+rent+job)^3","response~guarantor+rent+job",0.909787286238219
"3648","response~(male_mar_or_wid+real_estate+job)^3","response~male_mar_or_wid+real_estate+job",0.909305193994297
"3578","response~(male_single+other_install+rent)^3","response~male_single+other_install+rent",0.909207529368205
"390","response~(chk_acct+rent+telephone)^3","response~chk_acct+rent+telephone",0.909185491716827
"2796","response~(amount+male_div+num_credits)^3","response~amount+male_div+num_credits",0.909160224636266
"450","response~(duration+new_car+prop_unkn_none)^3","response~duration+new_car+prop_unkn_none",0.908915704510684
"446","response~(duration+new_car+co.applicant)^3","response~duration+new_car+co.applicant",0.908722994751674
"1074","response~(history+present_resident+rent)^3","response~history+present_resident+rent",0.908384749559135
"2030","response~(furniture+num_credits+foreign)^3","response~furniture+num_credits+foreign",0.908166017806422
"860","response~(history+radio.tv+education)^3","response~history+radio.tv+education",0.907476960458141
"3922","response~(real_estate+rent+job)^3","response~real_estate+rent+job",0.906937057086416
"3429","response~(male_div+guarantor+own_res)^3","response~male_div+guarantor+own_res",0.906746424665389
"3792","response~(guarantor+real_estate+job)^3","response~guarantor+real_estate+job",0.906243483692006
"2963","response~(sav_acct+male_div+age)^3","response~sav_acct+male_div+age",0.90599269774561
"628","response~(duration+employment+job)^3","response~duration+employment+job",0.905943185772942
"3248","response~(install_rate+male_div+guarantor)^3","response~install_rate+male_div+guarantor",0.905928910609857
"3642","response~(male_mar_or_wid+real_estate+prop_unkn_none)^3","response~male_mar_or_wid+real_estate+prop_unkn_none",0.90435511739492
"467","response~(duration+used_car+install_rate)^3","response~duration+used_car+install_rate",0.904266199645612
"1285","response~(new_car+sav_acct+num_credits)^3","response~new_car+sav_acct+num_credits",0.903874908898612
"1732","response~(used_car+age+foreign)^3","response~used_car+age+foreign",0.903375938906634
"1936","response~(furniture+male_mar_or_wid+prop_unkn_none)^3","response~furniture+male_mar_or_wid+prop_unkn_none",0.903221758867255
"2443","response~(education+guarantor+present_resident)^3","response~education+guarantor+present_resident",0.903180482012042
"2690","response~(retraining+prop_unkn_none+num_credits)^3","response~retraining+prop_unkn_none+num_credits",0.903083903955765
"4016","response~(other_install+num_credits+job)^3","response~other_install+num_credits+job",0.902291295896658
"1453","response~(new_car+num_credits+telephone)^3","response~new_car+num_credits+telephone",0.902001132321205
"713","response~(duration+guarantor+own_res)^3","response~duration+guarantor+own_res",0.901525652366813
"1080","response~(history+present_resident+foreign)^3","response~history+present_resident+foreign",0.900858442406043
"1280","response~(new_car+sav_acct+prop_unkn_none)^3","response~new_car+sav_acct+prop_unkn_none",0.900382533606317
"3680","response~(male_mar_or_wid+rent+telephone)^3","response~male_mar_or_wid+rent+telephone",0.90007665265618
"286","response~(chk_acct+male_div+foreign)^3","response~chk_acct+male_div+foreign",0.899684135761338
"2408","response~(education+male_single+other_install)^3","response~education+male_single+other_install",0.898949342269507
"2115","response~(radio.tv+sav_acct+job)^3","response~radio.tv+sav_acct+job",0.898614289499064
"779","response~(duration+job+num_dependents)^3","response~duration+job+num_dependents",0.898346505445869
"1996","response~(furniture+prop_unkn_none+num_credits)^3","response~furniture+prop_unkn_none+num_credits",0.896761394464582
"106","response~(chk_acct+used_car+foreign)^3","response~chk_acct+used_car+foreign",0.895683823995814
"3066","response~(sav_acct+other_install+num_credits)^3","response~sav_acct+other_install+num_credits",0.895606128605147
"386","response~(chk_acct+rent+own_res)^3","response~chk_acct+rent+own_res",0.895466171302263
"3720","response~(co.applicant+real_estate+prop_unkn_none)^3","response~co.applicant+real_estate+prop_unkn_none",0.895354935286661
"3880","response~(present_resident+rent+foreign)^3","response~present_resident+rent+foreign",0.895322294653843
"2397","response~(education+male_div+job)^3","response~education+male_div+job",0.894661790588142
"1794","response~(furniture+education+present_resident)^3","response~furniture+education+present_resident",0.894533681671791
"891","response~(history+education+co.applicant)^3","response~history+education+co.applicant",0.894090046622636
"1585","response~(used_car+sav_acct+num_credits)^3","response~used_car+sav_acct+num_credits",0.893855257907036
"3484","response~(male_div+rent+telephone)^3","response~male_div+rent+telephone",0.893735582522509
"1720","response~(used_car+prop_unkn_none+num_credits)^3","response~used_car+prop_unkn_none+num_credits",0.892851132079859
"2770","response~(amount+install_rate+male_mar_or_wid)^3","response~amount+install_rate+male_mar_or_wid",0.892755688383121
"2768","response~(amount+install_rate+male_div)^3","response~amount+install_rate+male_div",0.891761002320133
"2610","response~(retraining+male_div+foreign)^3","response~retraining+male_div+foreign",0.891647221462867
"3765","response~(co.applicant+num_credits+job)^3","response~co.applicant+num_credits+job",0.891577227840622
"3392","response~(male_div+male_single+job)^3","response~male_div+male_single+job",0.891485099855676
"1215","response~(new_car+education+male_mar_or_wid)^3","response~new_car+education+male_mar_or_wid",0.891353310476007
"300","response~(chk_acct+male_single+telephone)^3","response~chk_acct+male_single+telephone",0.891173371059121
"2973","response~(sav_acct+male_single+co.applicant)^3","response~sav_acct+male_single+co.applicant",0.891163551393499
"3813","response~(guarantor+other_install+rent)^3","response~guarantor+other_install+rent",0.891006678265935
"529","response~(duration+radio.tv+num_dependents)^3","response~duration+radio.tv+num_dependents",0.890795822784947
