"mod","aics","bics","lrts"
114,6432.32365604277,6487.55091620223,0.00024167372337562
115,6516.65743905669,6585.69151425601,7.40928195579628e-09
116,6543.33066098181,6598.55792114127,9.46526261939461e-11
117,6443.46887471198,6505.59954239137,8.1782081986533e-05
118,6443.14615598138,6505.27682366077,8.46989182533225e-05
119,6532.13080643387,6587.35806659333,5.55328676924889e-10
120,6396.50138445499,6451.72864461445,0.00640071228535685
121,6588.55814410837,6657.59221930769,5.61422764213871e-14
122,6466.11079119194,6542.04827391119,7.42592115822027e-06
123,6451.35183470963,6513.48250238902,3.40968517310278e-05
124,6560.05336853541,6629.08744373473,7.90580048691512e-12
125,6407.1580516448,6476.19212684412,0.00307650034527
126,6411.25544164003,6480.28951683935,0.00215164047761826
