"mod","aics","bics","lrts"
1,6551.97529785442,6662.42981817333,6.57252884634109e-11
2,6520.16993115018,6644.43126650896,1.16345797106491e-08
3,6414.78691077854,6532.14483861739,0.00276314254989908
4,6718.45400419516,6822.00511699415,4.05815468019415e-25
5,6561.8852780669,6665.43639086589,1.1253571944982e-11
6,6511.57114176001,6615.122254559,2.83087405686369e-08
7,6521.0383837677,6638.39631160655,9.069959159444e-09
8,6412.42417827524,6509.07188355429,0.00267470281902597
9,6376.3800148854,6500.64135024418,0.0513894495349282
10,6506.32296050956,6609.87407330854,5.97091986986085e-08
11,6539.21251848686,6649.66703880578,5.04085134199273e-10
12,6423.18126189668,6526.73237469566,0.00109702104939293
13,6390.52961023008,6514.79094558886,0.020232821650016
14,6523.84910714007,6613.59340489918,3.66318103088614e-09
15,6386.15486869853,6468.99575893772,0.018540418057589
16,6526.01451323077,6650.27584858955,4.88795048106408e-09
17,6415.31819328157,6505.06249104069,0.00191027516993799
18,6404.81315378064,6529.07448913942,0.00688210253845769
19,6510.83948312132,6593.68037336051,2.20059166429215e-08
20,6377.02009958445,6473.6678048635,0.0389865126991866
21,6388.26751431988,6484.91521959893,0.0182195665076846
22,6520.7092965872,6617.35700186625,6.61386665706937e-09
23,6416.48691482269,6526.94143514161,0.00219540508108115
24,6431.58070398981,6514.421594229,0.000374124358786064
25,6509.19024703493,6605.83795231398,3.53476737716539e-08
26,6378.26447070558,6488.71899102449,0.040619104760334
27,6387.61324194943,6456.64731714876,0.0145861105030772
28,6380.70793868073,6477.35564395979,0.030668100378599
29,6527.58827668785,6610.42916692703,1.83987870614201e-09
30,6433.467100235,6543.92162055392,0.000442921018147309
31,6383.82860017078,6480.47630544983,0.0248519620851406
32,6516.00790012682,6626.46242044573,1.68027516811585e-08
33,6384.65806528721,6474.40236304633,0.0220000071471599
34,6397.67938212577,6501.23049492475,0.00970163146108702
35,6382.54484903228,6486.09596183126,0.0288886236750639
36,6384.8087810453,6481.45648632435,0.0232319512257575
