"","formula","aics","bics","acc"
"32",32,827.769718247327,874.615835524006,0.76125
"629",629,806.912610536399,858.443339540746,0.75875
"496",496,827.233228358647,874.079345635326,0.7575
"55",55,823.69996681251,875.230695816857,0.74875
"727",727,824.389570352825,871.235687629505,0.74875
"383",383,834.375088354868,881.221205631547,0.74875
"942",942,814.087254937785,865.617983942132,0.74625
"900",900,814.709037895475,861.555155172154,0.74625
"146",146,822.118176484973,873.648905489321,0.7425
"340",340,827.615445945151,879.146174949499,0.7425
"62",62,823.676807377834,870.522924654513,0.74
"639",639,810.57101935956,862.101748363907,0.73875
"910",910,823.399141730785,870.245259007464,0.73875
"31",31,821.182840159614,872.713569163962,0.73625
"292",292,838.73101840768,885.577135684359,0.73625
"130",130,824.445534039388,871.291651316067,0.735
"626",626,820.541072842654,872.071801847001,0.73375
"6",6,812.176653995705,863.707383000052,0.7325
"790",790,829.183092835261,880.713821839608,0.7325
"969",969,829.527366860407,876.373484137087,0.73125
"963",963,829.19677253313,880.727501537477,0.73
"762",762,837.285320263419,888.816049267766,0.73
"97",97,839.375797876637,886.221915153316,0.73
"362",362,841.30191639341,888.14803367009,0.73
"655",655,884.092724098796,935.623453103144,0.73
"519",519,887.016122306368,938.546851310715,0.73
"7",7,856.047619417603,902.893736694282,0.72875
"312",312,831.524917357894,878.371034634573,0.7275
"577",577,852.718361579012,904.24909058336,0.7275
"797",797,860.340342392363,911.87107139671,0.7275
"108",108,872.065322208625,914.226827757637,0.7275
"614",614,843.717209753103,890.563327029783,0.72625
"450",450,852.739745177495,899.585862454174,0.72625
"396",396,824.790562279658,876.321291284005,0.725
"638",638,837.897114024862,880.058619573873,0.725
"384",384,875.542257627349,927.072986631696,0.725
"134",134,895.871324854602,942.717442131281,0.725
"769",769,928.02379782467,970.185303373682,0.725
"124",124,848.91854839776,891.080053946771,0.72375
"336",336,828.407829627013,875.253946903692,0.7225
"951",951,876.00420737962,927.534936383968,0.7225
"755",755,830.475728245972,882.006457250319,0.72125
"405",405,863.712397172418,910.558514449097,0.72125
"779",779,873.626455925479,920.472573202159,0.72125
"996",996,819.163401748147,870.694130752495,0.72
"118",118,825.059713750401,876.590442754748,0.72
"21",21,894.040838960929,940.886956237608,0.72
"689",689,850.021446125448,901.552175129795,0.71875
"648",648,835.391582208422,886.92231121277,0.7175
"216",216,851.134507746721,902.665236751068,0.7175
"133",133,898.959182687545,945.805299964224,0.7175
"791",791,902.359136093183,953.88986509753,0.7175
"936",936,840.565659811203,887.411777087882,0.71625
"168",168,840.634237138286,887.480354414965,0.71625
"835",835,848.686198184132,895.532315460811,0.71625
"258",258,855.433146311443,902.279263588123,0.71625
"304",304,860.100250072432,906.946367349112,0.71625
"283",283,863.634765671766,910.480882948445,0.71625
"739",739,927.311081255622,974.157198532301,0.71625
"152",152,814.808845794215,866.339574798563,0.715
"847",847,830.198312484025,881.729041488373,0.715
"591",591,861.659959353661,913.190688358008,0.715
"421",421,879.328926782537,926.175044059216,0.715
"489",489,861.851708743191,908.69782601987,0.71375
"301",301,863.884831047431,915.415560051778,0.71375
"908",908,862.634220017898,914.164949022245,0.7125
"636",636,866.018856133267,912.864973409947,0.7125
"737",737,876.5005988326,928.031327836948,0.7125
"398",398,825.985873916826,872.831991193505,0.71125
"475",475,826.524497855993,878.05522686034,0.71125
"4",4,843.72560599954,890.571723276219,0.71125
"431",431,865.766115586699,912.612232863378,0.71125
"110",110,894.421133997102,945.95186300145,0.71125
"48",48,831.596972666607,878.443089943286,0.71
"452",452,846.722818148901,893.568935425581,0.71
"503",503,897.542846566081,944.388963842761,0.71
"418",418,905.858172738647,952.704290015327,0.71
"651",651,950.886540546869,1002.41726955122,0.71
"785",785,806.384023052825,857.914752057172,0.70875
"386",386,842.391625821835,893.922354826182,0.70875
"932",932,859.212626941421,910.743355945768,0.70875
"98",98,860.5483973099,902.709902858911,0.70875
"959",959,886.916093568653,933.762210845332,0.70875
"748",748,809.072424182043,860.60315318639,0.7075
"728",728,810.541116913564,862.071845917911,0.7075
"814",814,826.599862620901,873.44597989758,0.7075
"902",902,834.628238379554,886.158967383901,0.7075
"91",91,842.246039724979,893.776768729327,0.7075
"227",227,852.878147081268,899.724264357947,0.7075
"640",640,853.998514981194,905.529243985541,0.7075
"12",12,856.556911414727,903.403028691406,0.7075
"510",510,893.845021012784,945.375750017131,0.7075
"846",846,930.568091444135,977.414208720814,0.7075
"649",649,837.199245914573,888.729974918921,0.70625
"678",678,843.266707817845,890.112825094524,0.70625
"358",358,846.414022813299,888.57552836231,0.70625
"633",633,851.418751349282,902.949480353629,0.70625
"354",354,866.567812900366,913.413930177045,0.70625
"361",361,867.526333891478,914.372451168157,0.70625
"63",63,877.663015967078,929.193744971426,0.70625
"612",612,883.719767285387,925.881272834398,0.70625
"750",750,889.904502875141,932.066008424152,0.70625
"351",351,929.977567997709,976.823685274389,0.70625
"120",120,834.174410373936,885.705139378283,0.705
"446",446,848.412853336858,899.943582341205,0.705
"281",281,856.839438130559,903.685555407238,0.705
"453",453,860.916093435944,912.446822440291,0.705
"876",876,866.973527825082,918.504256829429,0.705
"583",583,953.405095793402,1004.93582479775,0.705
"945",945,836.677624177246,888.208353181594,0.70375
"440",440,841.33644301535,888.18256029203,0.70375
"181",181,847.453303670314,894.299420946994,0.70375
"459",459,852.746706199624,904.277435203971,0.70375
"811",811,864.501507002772,916.032236007119,0.70375
"432",432,874.515496464415,926.046225468762,0.70375
"494",494,886.85932120653,933.70543848321,0.70375
"749",749,907.191859173026,958.722588177374,0.70375
"492",492,915.588362279655,967.119091284002,0.70375
"420",420,822.689477514892,869.535594791571,0.7025
"624",624,846.093161962802,897.62389096715,0.7025
"508",508,849.998984217095,901.529713221442,0.7025
"316",316,877.735982394328,919.897487943339,0.7025
"113",113,882.789060281205,924.950565830216,0.7025
"810",810,903.291164469979,950.137281746659,0.7025
"243",243,922.4628656004,973.993594604747,0.7025
"895",895,824.30400030874,871.150117585419,0.70125
"249",249,846.172767662471,897.703496666818,0.70125
"347",347,854.47584325045,906.006572254798,0.70125
"555",555,874.370323873558,925.901052877905,0.70125
"247",247,878.293905083372,920.455410632384,0.70125
"840",840,904.252981374707,951.099098651386,0.70125
"248",248,911.606746437086,963.137475441433,0.70125
"190",190,830.281591367142,881.812320371489,0.7
"298",298,830.881672894144,882.412401898491,0.7
"851",851,834.807805404944,886.338534409291,0.7
"246",246,851.220240810438,902.750969814785,0.7
"645",645,859.651707277022,911.182436281369,0.7
"471",471,873.28519676624,924.815925770587,0.7
"364",364,876.259197122259,927.789926126606,0.7
"402",402,886.753473257898,938.284202262246,0.7
"360",360,887.172538591915,938.703267596263,0.7
"716",716,890.26482582499,932.426331374002,0.7
"732",732,894.408612485444,945.939341489791,0.7
"379",379,847.063599022885,898.594328027232,0.69875
"132",132,875.06232535752,926.593054361867,0.69875
"257",257,879.433250985418,926.279368262097,0.69875
"390",390,825.248124921291,876.778853925638,0.6975
"414",414,826.492723325804,873.338840602483,0.6975
"8",8,857.020064941546,903.866182218225,0.6975
"927",927,865.961974499888,917.492703504235,0.6975
"787",787,888.556237348352,940.086966352699,0.6975
"618",618,895.621387119019,942.467504395698,0.6975
"163",163,917.205023114558,959.36652866357,0.6975
"176",176,938.674896306209,990.205625310557,0.6975
"42",42,849.357834198648,891.51933974766,0.69625
"576",576,849.527338606997,896.373455883676,0.69625
"491",491,851.350459296198,902.881188300545,0.69625
"200",200,855.763552707623,902.609669984303,0.69625
"808",808,883.927884654651,930.77400193133,0.69625
"234",234,894.22864638593,941.074763662609,0.69625
"468",468,904.736518895946,956.267247900293,0.69625
"53",53,963.558999732772,1010.40511700945,0.69625
"964",964,834.893194091016,881.739311367695,0.695
"922",922,839.69026646833,886.536383745009,0.695
"776",776,849.811732468927,901.342461473275,0.695
"428",428,851.903917243686,898.750034520365,0.695
"867",867,855.383909956453,897.545415505464,0.695
"836",836,858.709282433036,910.240011437383,0.695
"306",306,876.48638988288,923.33250715956,0.695
"177",177,901.104079804524,952.634808808871,0.695
"668",668,928.568124825528,980.098853829875,0.695
"767",767,829.886134255896,876.732251532576,0.69375
"874",874,876.69789525091,923.544012527589,0.69375
"57",57,878.17250070622,929.703229710567,0.69375
"269",269,891.986779137506,938.832896414185,0.69375
"524",524,898.749616175871,945.59573345255,0.69375
"370",370,815.090172721277,866.620901725624,0.6925
"345",345,823.284906659263,874.81563566361,0.6925
"327",327,847.619350740511,894.46546801719,0.6925
"661",661,866.589421160467,913.435538437146,0.6925
"3",3,868.97337292279,911.134878471802,0.6925
"372",372,874.533838083613,926.06456708796,0.6925
"49",49,883.216095777784,934.746824782131,0.6925
"308",308,885.358555529186,936.889284533533,0.6925
"192",192,895.97278913645,947.503518140797,0.6925
"987",987,814.783335796279,861.629453072959,0.69125
"695",695,852.468349504672,903.99907850902,0.69125
"387",387,864.241963882592,915.77269288694,0.69125
"558",558,864.701696264092,911.547813540771,0.69125
"664",664,864.748669942457,911.594787219136,0.69125
"366",366,873.444864450201,920.29098172688,0.69125
"822",822,875.000044723412,921.846162000091,0.69125
"861",861,875.361258705254,922.207375981933,0.69125
"169",169,876.469762712139,923.315879988818,0.69125
"699",699,907.626235603628,959.156964607976,0.69125
"46",46,917.603004650396,969.133733654744,0.69125
"566",566,918.651687888575,970.182416892922,0.69125
"517",517,820.514894820438,872.045623824785,0.69
"726",726,827.020151538947,878.550880543294,0.69
"88",88,859.391550260895,910.922279265242,0.69
"416",416,869.524508814136,916.370626090816,0.69
"914",914,870.42903583368,921.959764838027,0.69
"813",813,875.483400198083,927.01412920243,0.69
"69",69,880.549397253896,932.080126258243,0.69
"410",410,922.239435964067,969.085553240747,0.69
"597",597,808.062972294831,854.909089571511,0.68875
"913",913,818.970356295768,865.816473572447,0.68875
"117",117,820.71979776925,867.56591504593,0.68875
"781",781,840.066392568262,886.912509844941,0.68875
"330",330,840.908793309706,892.439522314053,0.68875
"744",744,845.182711144397,887.344216693408,0.68875
"399",399,852.477005252478,904.007734256825,0.68875
"574",574,861.944900792403,908.791018069082,0.68875
"43",43,868.129953712937,919.660682717284,0.68875
"485",485,891.391511368327,942.922240372675,0.68875
"537",537,921.651803127254,973.182532131602,0.68875
"93",93,846.169668342749,897.700397347097,0.6875
"486",486,853.211262001387,900.057379278066,0.6875
"143",143,861.157887301107,912.688616305455,0.6875
"151",151,861.987468466497,908.833585743177,0.6875
"115",115,872.961593788667,919.807711065346,0.6875
"444",444,897.112377570465,948.643106574812,0.6875
"741",741,904.505929003254,956.036658007601,0.6875
"145",145,904.865888021268,951.712005297947,0.6875
"429",429,916.098792516817,962.944909793496,0.6875
"890",890,917.557010465806,969.087739470153,0.6875
"807",807,953.982662671347,996.144168220359,0.6875
"348",348,831.167513844269,882.698242848616,0.68625
"173",173,867.757968769267,914.604086045946,0.68625
"74",74,871.342630587809,918.188747864488,0.68625
"184",184,880.274617887609,927.120735164288,0.68625
"628",628,882.700273404688,934.231002409036,0.68625
"437",437,886.310811024,928.472316573011,0.68625
"497",497,904.693163099009,956.223892103356,0.68625
"136",136,921.996287822975,968.842405099654,0.68625
"925",925,925.560672807095,972.406790083774,0.68625
"332",332,929.356533944607,980.887262948954,0.68625
"816",816,819.450029064995,870.980758069342,0.685
"324",324,872.987833853608,924.518562857956,0.685
"456",456,876.948473434652,928.479202439,0.685
"938",938,892.515586704381,939.36170398106,0.685
"848",848,923.659230138771,970.505347415451,0.685
"617",617,953.223437571255,1000.06955484793,0.685
"733",733,835.819537264578,882.665654541257,0.68375
"231",231,839.929847466245,891.460576470592,0.68375
"598",598,843.912247405373,895.44297640972,0.68375
"674",674,867.498789318716,914.344906595396,0.68375
"500",500,880.282570854876,931.813299859223,0.68375
"415",415,881.719315789472,933.250044793819,0.68375
"222",222,913.969377807461,960.81549508414,0.68375
"863",863,921.894356353243,968.740473629922,0.68375
"670",670,930.31926077808,977.16537805476,0.68375
"907",907,833.047698873257,879.893816149936,0.6825
