"","formula","aics","bics","acc"
"752",752,894.127119523179,940.973236799859,0.6675
"310",310,920.682231385432,972.21296038978,0.6675
"155",155,924.284692503518,975.815421507865,0.6675
"940",940,938.26362273984,985.109740016519,0.6675
"976",976,845.79510685692,897.325835861267,0.66625
"174",174,852.448158445941,899.29427572262,0.66625
"111",111,864.464906505358,915.995635509705,0.66625
"237",237,871.024786988028,917.870904264707,0.66625
"938",938,890.824619616684,937.670736893363,0.66625
"112",112,901.597559755997,948.443677032676,0.66625
"765",765,905.345086354374,952.191203631054,0.66625
"231",231,933.229084650591,980.075201927271,0.66625
"358",358,936.128241991848,987.658970996196,0.66625
"482",482,948.845139222048,995.691256498727,0.66625
"967",967,860.027142090036,911.557871094383,0.665
"617",617,860.391266473056,907.237383749736,0.665
"577",577,866.442465107113,913.288582383792,0.665
"628",628,868.835885563623,920.36661456797,0.665
"139",139,872.621691240018,919.467808516698,0.665
"318",318,880.096159002949,931.626888007296,0.665
"211",211,884.548492489606,936.079221493954,0.665
"510",510,891.106339817831,942.637068822178,0.665
"939",939,891.226741121056,933.388246670068,0.665
"977",977,902.361312534876,949.207429811555,0.665
"800",800,922.166457053139,969.012574329818,0.665
"424",424,923.747792516873,975.278521521221,0.665
"348",348,950.585915050799,1002.11664405515,0.665
"947",947,969.66010630916,1021.19083531351,0.665
"666",666,859.973907754214,906.820025030894,0.66375
"868",868,868.541764259011,920.072493263358,0.66375
"678",678,879.549216988365,926.395334265044,0.66375
"323",323,887.282280451661,934.12839772834,0.66375
"242",242,890.031275101593,941.56200410594,0.66375
"725",725,908.873587822059,960.404316826406,0.66375
"493",493,909.681951990687,961.212680995035,0.66375
"782",782,913.35909026088,960.20520753756,0.66375
"944",944,919.720266048895,966.566383325574,0.66375
"850",850,937.155558023432,988.686287027779,0.66375
"687",687,851.456863160425,898.302980437104,0.6625
"961",961,870.676484338157,922.207213342504,0.6625
"181",181,874.703691025077,921.549808301757,0.6625
"311",311,880.007383796263,931.538112800611,0.6625
"979",979,884.622310776528,926.783816325539,0.6625
"96",96,893.035326656852,944.566055661199,0.6625
"20",20,900.924605918695,952.455334923043,0.6625
"79",79,900.980100924516,947.826218201195,0.6625
"327",327,901.38807241218,948.234189688859,0.6625
"282",282,916.012134864193,967.54286386854,0.6625
"894",894,936.14051565442,982.986632931099,0.6625
"109",109,861.309703173465,908.155820450144,0.66125
"296",296,868.173023606155,919.703752610503,0.66125
"588",588,869.459381201027,920.990110205374,0.66125
"596",596,878.372385265993,929.90311427034,0.66125
"99",99,880.675822839269,932.206551843616,0.66125
"639",639,890.239268166925,937.085385443604,0.66125
"985",985,899.845634555311,946.69175183199,0.66125
"39",39,903.62779754911,950.473914825789,0.66125
"281",281,843.573413006214,890.419530282893,0.66
"838",838,856.238442832371,903.08456010905,0.66
"540",540,864.332617997654,911.178735274333,0.66
"113",113,879.074819134131,930.605548138479,0.66
"108",108,882.974701991355,929.820819268034,0.66
"801",801,885.0437864785,931.889903755179,0.66
"417",417,896.148320176881,947.679049181228,0.66
"912",912,903.771631027341,950.61774830402,0.66
"82",82,905.59338275661,952.439500033289,0.66
"680",680,910.286898584382,957.133015861061,0.66
"353",353,912.285044626439,959.131161903118,0.66
"794",794,932.652640083475,979.498757360154,0.66
"957",957,945.393277539925,992.239394816604,0.66
"683",683,950.427579100907,997.273696377587,0.66
"509",509,973.364820938353,1020.21093821503,0.66
"346",346,873.102081918656,924.632810923003,0.65875
"128",128,878.50398036566,920.665485914672,0.65875
"671",671,886.773266413189,933.619383689868,0.65875
"895",895,892.014351940631,943.545080944978,0.65875
"13",13,893.329690566661,944.860419571009,0.65875
"828",828,910.655569344587,962.186298348934,0.65875
"694",694,916.803206967645,968.333935971992,0.65875
"960",960,925.394397693176,972.240514969855,0.65875
"906",906,930.862063529056,977.708180805736,0.65875
"799",799,936.187436352094,978.348941901105,0.65875
"965",965,942.028424498656,993.559153503004,0.65875
"833",833,964.179210372355,1006.34071592137,0.65875
"137",137,842.732222810079,894.262951814426,0.6575
"290",290,852.564533922974,899.410651199653,0.6575
"652",652,869.806727032076,921.337456036423,0.6575
"295",295,895.559617340836,942.405734617516,0.6575
"746",746,896.114029005729,938.27553455474,0.6575
"395",395,904.896878704707,951.742995981386,0.6575
"907",907,907.030590044041,958.561319048388,0.6575
"547",547,908.203461097849,955.049578374528,0.6575
"703",703,917.602943628692,969.133672633039,0.6575
"458",458,917.957002617308,964.803119893988,0.6575
"505",505,923.756785485165,975.287514489512,0.6575
"454",454,936.701232676101,988.231961680448,0.6575
"141",141,854.110067541067,905.640796545414,0.65625
"534",534,855.56404024578,897.725545794792,0.65625
"299",299,862.272359034237,913.803088038584,0.65625
"543",543,862.704190121521,904.865695670532,0.65625
"10",10,866.936279958369,913.782397235048,0.65625
"755",755,872.347816119308,914.50932166832,0.65625
"35",35,879.146219132126,930.676948136473,0.65625
"75",75,881.224222998728,932.754952003075,0.65625
"676",676,888.183005556232,939.713734560579,0.65625
"530",530,891.422298758524,942.953027762871,0.65625
"384",384,899.955778076888,946.801895353567,0.65625
"581",581,907.514720730307,959.045449734654,0.65625
"871",871,852.233138027314,899.079255303993,0.655
"662",662,853.034085501446,899.880202778125,0.655
"545",545,865.004165837364,902.481059658708,0.655
"59",59,893.629150210277,940.475267486957,0.655
"492",492,904.665627700777,956.196356705125,0.655
"136",136,905.329730345604,956.860459349951,0.655
"928",928,913.483866700368,955.64537224938,0.655
"436",436,924.214068374859,971.060185651538,0.655
"784",784,942.57850951756,994.109238521908,0.655
"756",756,950.278655588642,1001.80938459299,0.655
"324",324,838.58985504165,890.120584045998,0.65375
"648",648,851.006855374635,902.537584378983,0.65375
"748",748,851.309436420897,902.840165425244,0.65375
"269",269,858.26299528349,905.109112560169,0.65375
"835",835,864.352489927092,906.513995476104,0.65375
"240",240,905.469878565506,957.000607569853,0.65375
"177",177,915.108156451707,961.954273728386,0.65375
"888",888,915.81297362176,957.974479170771,0.65375
"975",975,921.833974500945,973.364703505292,0.65375
"72",72,926.550674905274,973.396792181954,0.65375
"720",720,926.575642206618,973.421759483297,0.65375
"216",216,941.146495592602,992.677224596949,0.65375
"934",934,948.337611910037,995.183729186716,0.65375
"52",52,950.218125443247,992.379630992259,0.65375
"338",338,962.596737807406,1014.12746681175,0.65375
"470",470,968.502223947384,1010.6637294964,0.65375
"954",954,866.600793662563,918.13152266691,0.6525
"153",153,868.23291155989,919.763640564237,0.6525
"431",431,908.26634754372,950.427853092731,0.6525
"373",373,918.328851097836,969.859580102184,0.6525
